,PARTIDO,NUM_VOTOS,PORCENTAJE
2644,PACMA,2,",397614314115308151093439363817097415507"
2389,PACMA,4,",9280742459396751740139211136890951276102"
5449,PACMA,4,",8213552361396303901437371663244353182752"
3681,PACMA,1,",2747252747252747252747252747252747252747"
5942,PACMA,2,",4975124378109452736318407960199004975124"
2729,PACMA,3,",5309734513274336283185840707964601769912"
2406,PACMA,1,",2538071065989847715736040609137055837563"
400,PACMA,0,0
519,PACMA,5,"1,1961722488038277511961722488038277512"
5466,PACMA,0,0
6061,PACMA,1,",1926782273603082851637764932562620423892"
2763,PACMA,1,",2298850574712643678160919540229885057471"
2491,PACMA,1,",3267973856209150326797385620915032679739"
3868,PACMA,0,0
3579,PACMA,1,",273972602739726027397260273972602739726"
2627,PACMA,5,"1,04602510460251046025104602510460251046"
2423,PACMA,6,"1,63043478260869565217391304347826086957"
3511,PACMA,3,",9646302250803858520900321543408360128617"
5483,PACMA,5,",9074410163339382940108892921960072595281"
2610,PACMA,3,",7281553398058252427184466019417475728155"
2559,PACMA,6,"1,10905730129390018484288354898336414048"
3749,PACMA,1,",2762430939226519337016574585635359116022"
2457,PACMA,2,",5479452054794520547945205479452054794521"
2338,PACMA,2,",4901960784313725490196078431372549019608"
961,PACMA,1,",2673796791443850267379679144385026737968"
2542,PACMA,2,",3584229390681003584229390681003584229391"
3817,PACMA,2,",4210526315789473684210526315789473684211"
808,PACMA,3,",7042253521126760563380281690140845070423"
5517,PACMA,2,",3623188405797101449275362318840579710145"
468,PACMA,3,",662251655629139072847682119205298013245"
2746,PACMA,5,"1,10375275938189845474613686534216335541"
3834,PACMA,1,",2132196162046908315565031982942430703625"
536,PACMA,2,",4901960784313725490196078431372549019608"
859,PACMA,4,",671140939597315436241610738255033557047"
3630,PACMA,2,",4405286343612334801762114537444933920705"
5092,PACMA,4,",9615384615384615384615384615384615384615"
2355,PACMA,5,",9398496240601503759398496240601503759398"
383,PACMA,0,0
417,PACMA,1,",1869158878504672897196261682242990654206"
3732,PACMA,1,",2617801047120418848167539267015706806283"
5194,PACMA,2,",3696857670979667282809611829944547134935"
842,PACMA,3,",8474576271186440677966101694915254237288"
2440,PACMA,5,"1,64473684210526315789473684210526315789"
2712,PACMA,5,",9842519685039370078740157480314960629921"
927,PACMA,1,",2409638554216867469879518072289156626506"
3766,PACMA,5,"1,2987012987012987012987012987012987013"
3715,PACMA,2,",3412969283276450511945392491467576791809"
3528,PACMA,0,0
978,PACMA,4,",803212851405622489959839357429718875502"
910,PACMA,0,0
5177,PACMA,0,0
451,PACMA,0,0
876,PACMA,1,",3144654088050314465408805031446540880503"
5398,PACMA,2,",4694835680751173708920187793427230046948"
3800,PACMA,0,0
5415,PACMA,4,",8316008316008316008316008316008316008316"
5143,PACMA,1,",1883239171374764595103578154425612052731"
3698,PACMA,1,",1855287569573283858998144712430426716141"
5925,PACMA,6,"1,20481927710843373493975903614457831325"
6078,PACMA,1,",2096436058700209643605870020964360587002"
2474,PACMA,8,"1,47601476014760147601476014760147601476"
3477,PACMA,3,",6315789473684210526315789473684210526316"
3443,PACMA,2,",5063291139240506329113924050632911392405"
825,PACMA,2,",349040139616055846422338568935427574171"
2321,PACMA,2,",5420054200542005420054200542005420054201"
3851,PACMA,3,",6276150627615062761506276150627615062762"
5160,PACMA,5,",9505703422053231939163498098859315589354"
2372,PACMA,2,",4938271604938271604938271604938271604938"
3562,PACMA,2,",4494382022471910112359550561797752808989"
3613,PACMA,0,0
5126,PACMA,1,",2247191011235955056179775280898876404494"
3647,PACMA,5,"1,17647058823529411764705882352941176471"
5908,PACMA,4,",5277044854881266490765171503957783641161"
2593,PACMA,2,",4405286343612334801762114537444933920705"
485,PACMA,2,",3802281368821292775665399239543726235741"
3426,PACMA,2,",4246284501061571125265392781316348195329"
2678,PACMA,5,"1,16822429906542056074766355140186915888"
893,PACMA,1,",3215434083601286173633440514469453376206"
3953,PACMA,5,",9416195856873822975517890772128060263653"
5534,PACMA,4,",9950248756218905472636815920398009950249"
621,PACMA,2,",4319654427645788336933045356371490280778"
4463,PACMA,1,",3322259136212624584717607973421926910299"
1216,PACMA,3,",6396588486140724946695095948827292110874"
1709,PACMA,2,",576368876080691642651296829971181556196"
2967,PACMA,4,"1,42857142857142857142857142857142857143"
6146,PACMA,10,"1,82481751824817518248175182481751824818"
1692,PACMA,1,",2506265664160401002506265664160401002506"
5840,PACMA,3,",6564551422319474835886214442013129102845"
4446,PACMA,4,"1,38888888888888888888888888888888888889"
1726,PACMA,1,",2865329512893982808022922636103151862464"
723,PACMA,1,",3012048192771084337349397590361445783133"
145,PACMA,1,",2906976744186046511627906976744186046512"
4429,PACMA,1,",3267973856209150326797385620915032679739"
5262,PACMA,2,",5797101449275362318840579710144927536232"
3222,PACMA,1,",2680965147453083109919571045576407506702"
4480,PACMA,1,",1760563380281690140845070422535211267606"
5704,PACMA,4,",5847953216374269005847953216374269005848"
128,PACMA,0,0
5721,PACMA,3,",6451612903225806451612903225806451612903"
4888,PACMA,3,",6993006993006993006993006993006993006993"
5330,PACMA,2,",4357298474945533769063180827886710239651"
4531,PACMA,3,",7575757575757575757575757575757575757576"
3188,PACMA,9,"1,71102661596958174904942965779467680608"
1641,PACMA,1,",1540832049306625577812018489984591679507"
111,PACMA,1,",3021148036253776435045317220543806646526"
1233,PACMA,2,",4201680672268907563025210084033613445378"
4514,PACMA,3,",7194244604316546762589928057553956834532"
1658,PACMA,2,",5376344086021505376344086021505376344086"
2984,PACMA,6,"2,04081632653061224489795918367346938776"
4497,PACMA,1,",2583979328165374677002583979328165374677"
1675,PACMA,4,"1,002506265664160401002506265664160401"
3205,PACMA,4,"1,14285714285714285714285714285714285714"
4905,PACMA,6,"1,6"
1743,PACMA,9,"1,65441176470588235294117647058823529412"
5687,PACMA,1,",1574803149606299212598425196850393700787"
4922,PACMA,5,"1,33689839572192513368983957219251336898"
1199,PACMA,2,",4587155963302752293577981651376146788991"
4344,PACMA,3,",5405405405405405405405405405405405405405"
1828,PACMA,2,",4716981132075471698113207547169811320755"
1165,PACMA,0,0
3256,PACMA,3,",6085192697768762677484787018255578093306"
4327,PACMA,0,0
1845,PACMA,0,0
604,PACMA,1,",2277904328018223234624145785876993166287"
2916,PACMA,4,"1,21212121212121212121212121212121212121"
4310,PACMA,2,",5509641873278236914600550964187327823691"
1862,PACMA,2,",4716981132075471698113207547169811320755"
5653,PACMA,0,0
4956,PACMA,2,",3683241252302025782688766114180478821363"
196,PACMA,1,",1760563380281690140845070422535211267606"
5857,PACMA,6,"1,31004366812227074235807860262008733624"
740,PACMA,6,"1,66666666666666666666666666666666666667"
179,PACMA,2,",388349514563106796116504854368932038835"
1624,PACMA,1,",2040816326530612244897959183673469387755"
1811,PACMA,3,",4854368932038834951456310679611650485437"
2933,PACMA,3,",7653061224489795918367346938775510204082"
2950,PACMA,2,",5970149253731343283582089552238805970149"
4412,PACMA,3,",9708737864077669902912621359223300970874"
1760,PACMA,4,"1,02301790281329923273657289002557544757"
3239,PACMA,4,",8350730688935281837160751565762004175365"
4395,PACMA,6,"1,69971671388101983002832861189801699717"
1777,PACMA,0,0
162,PACMA,2,",5602240896358543417366946778711484593838"
6010,PACMA,3,",6637168141592920353982300884955752212389"
1182,PACMA,0,0
4378,PACMA,4,"1,17647058823529411764705882352941176471"
5976,PACMA,3,",6451612903225806451612903225806451612903"
1794,PACMA,2,",3344481605351170568561872909698996655518"
5347,PACMA,3,",5703422053231939163498098859315589353612"
4939,PACMA,2,",3724394785847299813780260707635009310987"
5670,PACMA,0,0
5075,PACMA,1,",2427184466019417475728155339805825242718"
4548,PACMA,3,",7109004739336492890995260663507109004739"
1250,PACMA,1,",2100840336134453781512605042016806722689"
3001,PACMA,2,",4424778761061946902654867256637168141593"
3069,PACMA,6,"1,09689213893967093235831809872029250457"
26,PACMA,1,",2457002457002457002457002457002457002457"
4735,PACMA,5,",8051529790660225442834138486312399355878"
3120,PACMA,3,"1,01351351351351351351351351351351351351"
1437,PACMA,2,",4032258064516129032258064516129032258065"
4837,PACMA,3,",9287925696594427244582043343653250773994"
1318,PACMA,0,0
5772,PACMA,0,0
4718,PACMA,5,",9784735812133072407045009784735812133072"
1454,PACMA,2,",3184713375796178343949044585987261146497"
5313,PACMA,4,",7604562737642585551330798479087452471483"
4701,PACMA,4,",6993006993006993006993006993006993006993"
1471,PACMA,5,",8291873963515754560530679933665008291874"
3052,PACMA,1,",2272727272727272727272727272727272727273"
43,PACMA,2,",3407155025553662691652470187393526405451"
1420,PACMA,1,",2100840336134453781512605042016806722689"
4684,PACMA,2,",4282655246252676659528907922912205567452"
5806,PACMA,2,",8547008547008547008547008547008547008547"
5296,PACMA,0,0
1352,PACMA,1,",2463054187192118226600985221674876847291"
4803,PACMA,1,",2512562814070351758793969849246231155779"
1369,PACMA,0,0
9,PACMA,0,0
3086,PACMA,3,",5576208178438661710037174721189591078067"
4786,PACMA,2,",3731343283582089552238805970149253731343"
4820,PACMA,0,0
1386,PACMA,3,",8771929824561403508771929824561403508772"
3103,PACMA,5,"1,85185185185185185185185185185185185185"
5789,PACMA,0,0
5993,PACMA,4,",9708737864077669902912621359223300970874"
4769,PACMA,6,"1,20724346076458752515090543259557344064"
1335,PACMA,3,",8928571428571428571428571428571428571429"
1403,PACMA,1,",2873563218390804597701149425287356321839"
6180,PACMA,10,"1,71232876712328767123287671232876712329"
4752,PACMA,2,",4347826086956521739130434782608695652174"
6129,PACMA,4,",8213552361396303901437371663244353182752"
1301,PACMA,2,",349040139616055846422338568935427574171"
3137,PACMA,6,"1,86335403726708074534161490683229813665"
5823,PACMA,3,"1,42857142857142857142857142857142857143"
3018,PACMA,0,0
5738,PACMA,1,",1908396946564885496183206106870229007634"
3171,PACMA,4,",7604562737642585551330798479087452471483"
4599,PACMA,5,"1,0373443983402489626556016597510373444"
1573,PACMA,2,",3514938488576449912126537785588752196837"
1267,PACMA,3,",9259259259259259259259259259259259259259"
4582,PACMA,5,"1,38504155124653739612188365650969529086"
1590,PACMA,4,",7194244604316546762589928057553956834532"
706,PACMA,3,",8287292817679558011049723756906077348066"
5279,PACMA,2,",6191950464396284829721362229102167182663"
94,PACMA,3,",459418070444104134762633996937212863706"
638,PACMA,5,"1,02880658436213991769547325102880658436"
4565,PACMA,4,"1,27795527156549520766773162939297124601"
1607,PACMA,1,",187969924812030075187969924812030075188"
6163,PACMA,5,",946969696969696969696969696969696969697"
1488,PACMA,1,",1736111111111111111111111111111111111111"
4871,PACMA,2,",3454231433506044905008635578583765112263"
1556,PACMA,3,",6172839506172839506172839506172839506173"
689,PACMA,1,",288184438040345821325648414985590778098"
4667,PACMA,6,"1,65745856353591160220994475138121546961"
655,PACMA,3,",9063444108761329305135951661631419939577"
1505,PACMA,0,0
4854,PACMA,0,0
5755,PACMA,1,",1517450682852807283763277693474962063733"
60,PACMA,2,",4184100418410041841004184100418410041841"
4650,PACMA,0,0
3035,PACMA,6,"1,48148148148148148148148148148148148148"
1522,PACMA,3,",5102040816326530612244897959183673469388"
3154,PACMA,1,",3021148036253776435045317220543806646526"
1284,PACMA,4,"1,2195121951219512195121951219512195122"
4633,PACMA,5,"1,19331742243436754176610978520286396181"
1539,PACMA,4,",7889546351084812623274161735700197238659"
4616,PACMA,5,",8960573476702508960573476702508960573477"
77,PACMA,1,",1968503937007874015748031496062992125984"
4293,PACMA,3,",8771929824561403508771929824561403508772"
4361,PACMA,1,",2212389380530973451327433628318584070796"
3273,PACMA,4,",8888888888888888888888888888888888888889"
4072,PACMA,4,",9685230024213075060532687651331719128329"
2100,PACMA,2,",45662100456621004566210045662100456621"
5228,PACMA,1,",1976284584980237154150197628458498023715"
5585,PACMA,4,",8695652173913043478260869565217391304348"
5024,PACMA,2,",3669724770642201834862385321100917431193"
2117,PACMA,8,"1,69133192389006342494714587737843551797"
2831,PACMA,2,",5649717514124293785310734463276836158192"
4055,PACMA,1,",3021148036253776435045317220543806646526"
1046,PACMA,3,",7425742574257425742574257425742574257426"
298,PACMA,1,",2262443438914027149321266968325791855204"
2134,PACMA,3,",6993006993006993006993006993006993006993"
4038,PACMA,1,",3164556962025316455696202531645569620253"
5381,PACMA,1,",2518891687657430730478589420654911838791"
4021,PACMA,3,",5917159763313609467455621301775147928994"
3358,PACMA,5,",7911392405063291139240506329113924050633"
2814,PACMA,1,",2096436058700209643605870020964360587002"
1063,PACMA,1,",3194888178913738019169329073482428115016"
4089,PACMA,4,",9925558312655086848635235732009925558313"
5602,PACMA,0,0
264,PACMA,2,",4524886877828054298642533936651583710407"
5007,PACMA,1,",1858736059479553903345724907063197026022"
2049,PACMA,3,",7772020725388601036269430051813471502591"
2848,PACMA,2,",5665722379603399433427762039660056657224"
4123,PACMA,1,",2610966057441253263707571801566579634465"
1879,PACMA,3,",6681514476614699331848552338530066815145"
1080,PACMA,1,",303030303030303030303030303030303030303"
2066,PACMA,4,",9302325581395348837209302325581395348837"
4106,PACMA,0,0
281,PACMA,2,",3616636528028933092224231464737793851718"
570,PACMA,1,",24330900243309002433090024330900243309"
2083,PACMA,5,"1,02040816326530612244897959183673469388"
774,PACMA,0,0
3341,PACMA,5,",8417508417508417508417508417508417508418"
2151,PACMA,3,",7853403141361256544502617801047120418848"
5568,PACMA,3,",7009345794392523364485981308411214953271"
5041,PACMA,0,0
553,PACMA,1,",3058103975535168195718654434250764525994"
1012,PACMA,1,",2525252525252525252525252525252525252525"
5058,PACMA,6,"1,06951871657754010695187165775401069519"
2236,PACMA,4,"1,07526881720430107526881720430107526882"
3936,PACMA,1,",1964636542239685658153241650294695481336"
2780,PACMA,2,",4132231404958677685950413223140495867769"
672,PACMA,1,",3367003367003367003367003367003367003367"
2253,PACMA,1,",2444987775061124694376528117359413202934"
349,PACMA,3,",7978723404255319148936170212765957446809"
5959,PACMA,2,",44345898004434589800443458980044345898"
995,PACMA,1,",2544529262086513994910941475826972010178"
3409,PACMA,1,",2369668246445497630331753554502369668246"
3902,PACMA,3,",6172839506172839506172839506172839506173"
2270,PACMA,4,"1,01265822784810126582278481012658227848"
3919,PACMA,3,",6024096385542168674698795180722891566265"
5551,PACMA,4,",9732360097323600973236009732360097323601"
791,PACMA,4,"1,04166666666666666666666666666666666667"
2219,PACMA,6,"1,60427807486631016042780748663101604278"
2168,PACMA,2,",5665722379603399433427762039660056657224"
4004,PACMA,3,",5617977528089887640449438202247191011236"
3375,PACMA,4,"1,01265822784810126582278481012658227848"
5891,PACMA,2,",3780718336483931947069943289224952741021"
315,PACMA,2,",4048582995951417004048582995951417004049"
1029,PACMA,1,",2232142857142857142857142857142857142857"
6095,PACMA,5,",9293680297397769516728624535315985130112"
2185,PACMA,5,"1,65016501650165016501650165016501650165"
3987,PACMA,4,"1,01265822784810126582278481012658227848"
6027,PACMA,4,"2,3668639053254437869822485207100591716"
2797,PACMA,3,",6085192697768762677484787018255578093306"
2202,PACMA,1,",3205128205128205128205128205128205128205"
3970,PACMA,3,",7731958762886597938144329896907216494845"
332,PACMA,1,",3076923076923076923076923076923076923077"
3392,PACMA,0,0
4140,PACMA,1,",2747252747252747252747252747252747252747"
2032,PACMA,2,",5167958656330749354005167958656330749354"
1998,PACMA,2,",3466204506065857885615251299826689774697"
1114,PACMA,2,",397614314115308151093439363817097415507"
1964,PACMA,1,",2564102564102564102564102564102564102564"
587,PACMA,0,0
5364,PACMA,4,",7827788649706457925636007827788649706458"
213,PACMA,2,",3717472118959107806691449814126394052045"
4191,PACMA,0,0
4174,PACMA,5,"1,25628140703517587939698492462311557789"
247,PACMA,2,",48661800486618004866180048661800486618"
4208,PACMA,2,",5970149253731343283582089552238805970149"
2899,PACMA,2,",6451612903225806451612903225806451612903"
1131,PACMA,7,"1,54867256637168141592920353982300884956"
1981,PACMA,4,",9111617312072892938496583143507972665148"
4259,PACMA,2,",4424778761061946902654867256637168141593"
4973,PACMA,1,",2145922746781115879828326180257510729614"
4990,PACMA,4,",7889546351084812623274161735700197238659"
5619,PACMA,2,",4385964912280701754385964912280701754386"
5636,PACMA,2,",4405286343612334801762114537444933920705"
1930,PACMA,0,0
1896,PACMA,4,",9195402298850574712643678160919540229885"
757,PACMA,1,",2506265664160401002506265664160401002506"
4276,PACMA,1,",2652519893899204244031830238726790450928"
1947,PACMA,2,",6153846153846153846153846153846153846154"
5874,PACMA,5,",9157509157509157509157509157509157509158"
4242,PACMA,3,",6651884700665188470066518847006651884701"
